lon,lat,quart.month,alfa.rain,beta.rain,probzero.rain,loc.harg,sc.harg,sh.harg,loc.pm,sc.pm,sh.pm
-46.8,-23.14,39,1.653287857,16.91818208,0.015151515,-18.81099767,20.92978207,0.058472189,-12.13054181,22.55539478,0.058193168
-46.8,-23.14,40,2.450778384,14.98375995,0.015151515,-26.15580197,21.5534626,0.083333414,-17.15424673,25.60107466,0.166019597
-46.8,-23.14,41,1.576390167,17.14062487,0.015151515,-20.14763539,14.89985475,-0.151159276,-14.06582294,16.24580347,-0.15053717
-46.8,-23.14,42,1.730223058,17.18546483,0.015151515,-17.33097804,19.88261325,0.089532981,-11.18278974,21.1640087,0.091587969
-46.8,-23.14,43,1.656147548,22.89884799,0.015151515,-13.47353526,23.3459108,-0.038233432,-7.170895427,25.56207568,0.005739108
-46.8,-23.14,44,3.515554187,14.01726012,0.015151515,-9.083597051,28.53972341,0.261400401,-1.353426402,31.00675547,0.308793833
-46.8,-23.14,45,3.920568191,10.23081937,0.015151515,-5.452264131,20.86713717,0.223961619,0.583434033,21.84380499,0.216938458
-46.8,-23.14,46,2.699325831,17.0485856,0.015151515,-2.483663444,25.52600635,0.101194317,4.668836516,26.19037878,0.122930378
-46.8,-23.14,47,3.297796526,14.04147804,0.015151515,-0.535708277,24.84453304,0.169235933,4.319068061,27.02638818,0.209917019
-46.8,-23.14,48,4.563940359,14.10541001,0.015151515,1.630585207,32.02481564,0.258122497,9.38215871,34.62151624,0.32327737
