Year,Month,quart.month,Rain,EP,P-EP,SPI,SPEI,Categ.SPI,Categ.SPEI
2003,5,17,376.7,375.063533629009,1.63646637099083,0.0460556215668111,0.0884682232451319,Normal,Normal
2003,5,18,349.3,360.254678609682,-10.954678609682,0.184012552474591,0.166235264122099,Normal,Normal
2003,5,19,182.5,352.569398516984,-170.069398516984,-1.07387228736949,-1.03603613452194,mod.dry,mod.dry
2003,5,20,195.5,340.941244249503,-145.441244249503,-0.760953656160323,-0.742748805453838,Normal,Normal
2003,6,21,185.4,322.817845544611,-137.417845544611,-0.654301351929268,-0.623720871683285,Normal,Normal
2003,6,22,128,316.833786733215,-188.833786733215,-1.04346253312934,-1.1080775124834,mod.dry,mod.dry
2003,6,23,131.4,306.845680373342,-175.445680373342,-0.770855794941349,-0.840544439995119,Normal,Normal
2003,6,24,123.1,292.19261555798,-169.09261555798,-0.490151127926239,-0.616616553161512,Normal,Normal
2003,7,25,106.6,287.824226058648,-181.224226058648,-0.462214875029883,-0.676738431522834,Normal,Normal
2003,7,26,111.6,280.808618016024,-169.208618016024,-0.31361337554602,-0.53622331944365,Normal,Normal
2003,7,27,106,277.212439949095,-171.212439949095,-0.36187218919447,-0.579671030315941,Normal,Normal
2003,7,28,82.9,273.212208420879,-190.312208420879,-0.776854067402683,-0.953188686992445,Normal,Normal
2003,8,29,51.8,276.716511475068,-224.916511475068,-1.35709885642518,-1.95993688188504,mod.dry,sev.dry
2003,8,30,63.5,278.390107151861,-214.890107151861,-1.00107645930585,-1.55263907800261,mod.dry,sev.dry
2003,8,31,63.6,282.145984221209,-218.545984221209,-0.808259983390212,-1.29463457794712,Normal,mod.dry
2003,8,32,53.3,288.412393902823,-235.112393902823,-0.855466721439252,-1.21628218246651,Normal,mod.dry
2003,9,33,47.8,299.065479299699,-251.265479299699,-1.16053800676593,-1.92634055536544,mod.dry,sev.dry
2003,9,34,58.4,302.573959666942,-244.173959666942,-0.825543598992962,-0.928750959466669,Normal,Normal
2003,9,35,60.5,315.993378722141,-255.493378722141,-0.920982473070184,-0.933496412964819,Normal,Normal
2003,9,36,62.3,336.107262885477,-273.807262885477,-0.960837048298146,-1.00545367198361,Normal,mod.dry
2003,10,37,62.3,352.864369826549,-290.564369826549,-1.2923812085768,-1.22636737744606,mod.dry,mod.dry
2003,10,38,116.2,363.7434871986,-247.5434871986,-0.475556762486448,-0.48794633750827,Normal,Normal
2003,10,39,116.2,380.197554271632,-263.997554271632,-0.622557100836374,-0.62927336606591,Normal,Normal
2003,10,40,126.2,394.303750584465,-268.103750584465,-0.765670265738569,-0.671736401861172,Normal,Normal
2003,11,41,160.7,401.8337528356,-241.1337528356,-0.561735539385147,-0.411583429441458,Normal,Normal
2003,11,42,184.8,418.680783433081,-233.880783433081,-0.55713496650621,-0.456680561123304,Normal,Normal
2003,11,43,303,426.324875751628,-123.324875751628,0.365671185092634,0.395735526107129,Normal,Normal
2003,11,44,329.8,437.162820901075,-107.362820901075,0.175593511338526,0.218150162453575,Normal,Normal
2003,12,45,499.2,441.07595717709,58.1240428229097,1.31766552921671,1.30030250982386,mod.wet,mod.wet
2003,12,46,518.5,453.62543002839,64.8745699716101,1.16935091465899,1.08364640453642,mod.wet,mod.wet
2003,12,47,547.3,460.026741953334,87.2732580466662,1.25263847854026,1.21036128516438,mod.wet,mod.wet
2003,12,48,614.4,463.595373180528,150.804626819472,1.25669364497102,1.32533333530824,mod.wet,mod.wet
2004,1,1,660.2,455.975918818894,204.224081181106,1.22687593135616,1.28203089044811,mod.wet,mod.wet
2004,1,2,612.7,464.043772123424,148.656227876576,0.605195482359473,0.615013220574946,Normal,Normal
2004,1,3,625.1,462.887266329684,162.212733670316,0.352712006460332,0.429042764609835,Normal,Normal
2004,1,4,706.8,462.915098313003,243.884901686997,0.631193444713152,0.76410926400416,Normal,Normal
2004,2,5,701.9,468.089816576052,233.810183423948,0.481019033625061,0.516564193200158,Normal,Normal
2004,2,6,666.5,463.102025525095,203.397974474905,0.139314621549556,0.194671876268739,Normal,Normal
2004,2,7,580.5,463.469882388252,117.030117611748,-0.434080020505328,-0.363383930154472,Normal,Normal
2004,2,8,639.8,451.326692344875,188.473307655125,0.0155546292687416,-0.0503149475508251,Normal,Normal
2004,3,9,509.1,447.68771186009,61.4122881399096,-0.82606644882825,-0.726439280556434,Normal,Normal
2004,3,10,479.2,442.900142750285,36.299857249715,-0.96407574696281,-0.827270173099016,Normal,Normal
2004,3,11,457.3,433.856995286165,23.4430047138348,-1.10845273064426,-0.934962544904889,mod.dry,Normal
2004,3,12,398.4,426.927239542705,-28.527239542705,-1.39032016135442,-1.16398545458519,mod.dry,mod.dry
2004,4,13,368,425.577303498443,-57.5773034984432,-1.38644446263593,-1.21938701701206,mod.dry,mod.dry
2004,4,14,345.3,414.079519621554,-68.7795196215544,-1.3194442404459,-1.21817311926265,mod.dry,mod.dry
2004,4,15,358.3,402.438525434241,-44.1385254342406,-0.788669615768902,-0.673308697329037,Normal,Normal
2004,4,16,267.6,384.737070325366,-117.137070325366,-1.13818079153267,-1.06585523296959,mod.dry,mod.dry
2004,5,17,270,370.387932874817,-100.387932874817,-0.954335161810241,-0.838706498339377,Normal,Normal
2004,5,18,280.9,354.237029104105,-73.3370291041049,-0.413497471098505,-0.333564461710537,Normal,Normal
2004,5,19,261.2,336.928192916441,-75.7281929164405,-0.276121407805896,-0.219681692585935,Normal,Normal
2004,5,20,227.2,327.344220966008,-100.144220966008,-0.442549988239838,-0.32558376918749,Normal,Normal
2004,6,21,232,311.51893283932,-79.5189328393197,-0.208741718361711,-0.103012984490451,Normal,Normal
2004,6,22,244.3,296.634121483318,-52.3341214833182,0.172429237022146,0.339251051104509,Normal,Normal
2004,6,23,232,285.305684449391,-53.3056844493912,0.311776215427387,0.478407735776169,Normal,Normal
2004,6,24,222,266.913365531714,-44.9133655317137,0.651176840013468,0.726901967437411,Normal,Normal
2004,7,25,206.6,257.472939064868,-50.8729390648676,0.700683293651444,0.728937049311766,Normal,Normal
2004,7,26,247.6,248.765508832063,-1.16550883206259,1.15844592190669,1.22321046329058,mod.wet,mod.wet
2004,7,27,269.1,236.554443194256,32.5455568057435,1.37607119098868,1.45762175325332,mod.wet,mod.wet
2004,7,28,268.1,235.133078745962,32.9669212540385,1.56152383022286,1.64935792876615,sev.wet,sev.wet
2004,8,29,231.6,237.941439704034,-6.34143970403369,1.36052746817807,1.45379593375031,mod.wet,mod.wet
2004,8,30,220.3,240.125689880709,-19.8256898807086,1.3136416984813,1.43572737902192,mod.wet,mod.wet
2004,8,31,207.7,250.900586787563,-43.2005867875633,1.23048472955153,1.36302392715416,mod.wet,mod.wet
2004,8,32,152.2,267.399154825882,-115.199154825882,0.905048533542756,1.12438963647256,Normal,mod.wet
2004,9,33,108.7,285.731633468612,-177.031633468612,0.468675587583914,0.717919907635049,Normal,Normal
2004,9,34,96.4,302.184880060892,-205.784880060892,0.0478911611188724,0.292333162097143,Normal,Normal
2004,9,35,121.2,314.663073024935,-193.463073024935,0.377643059684044,0.505986199344029,Normal,Normal
2004,9,36,121.2,337.606320983353,-216.406320983353,0.221476130484412,0.126562017603604,Normal,Normal
2004,10,37,142.2,342.475854697284,-200.275854697284,0.126486058288971,0.0710232867810417,Normal,Normal
