YEAR,MM,DD,tmed,tmax,tmin,Ra,Rain
2004,1,2,22.1,26.6,17.6,42.53,0.1
2004,1,3,22.8,29,16.6,42.5,2.2
2004,1,4,22.1,26.6,17.6,42.48,0
2004,1,5,21.6,26.6,16.6,42.45,2.2
2004,1,6,24.9,30.4,19.4,42.43,0
2004,1,7,20.6,22.6,18.6,42.4,30.8
2004,1,8,22.3,26,18.6,42.38,2.2
2004,1,9,23.1,26.4,19.8,42.35,14.3
2004,1,10,23.8,28.8,18.8,42.33,12
2004,1,11,24.9,31.8,18,42.3,0
2004,1,12,25.8,31.2,20.4,42.28,0
2004,1,13,25.6,31.2,20,42.25,0
2004,1,14,25.1,30.8,19.4,42.22,0
2004,1,15,25.7,31.2,20.2,42.18,12.4
2004,1,16,25,29.6,20.4,42.14,0
2004,1,17,23.2,29,17.4,42.09,0
2004,1,18,23.3,29.4,17.2,42.05,0
2004,1,19,23.5,30.2,16.8,41.99,0
2004,1,20,23.6,29.2,18,41.94,0
2004,1,21,23.3,26.6,20,41.89,0
2004,1,22,24.2,28.2,20.2,41.84,0.3
2004,1,23,25.7,31.4,20,41.79,0
2004,1,24,24.3,27.6,21,41.73,2.4
2004,1,25,25.6,29.8,21.4,41.67,0
2004,1,26,20.9,22,19.8,41.6,30
2004,1,27,21.6,23.2,20,41.53,23.9
2004,1,28,23.4,26.4,20.4,41.45,20.3
2004,1,29,25.9,31.4,20.4,41.38,1.5
2004,1,30,25.5,32,19,41.31,0
2004,1,31,25.2,31.8,18.6,41.24,13.3
2004,2,1,24.5,29.4,19.6,41.16,2.6
2004,2,2,25.1,31.4,18.8,41.08,0
2004,2,3,25.6,31.2,20,41,7.7
2004,2,4,26.8,32,21.6,40.91,0
2004,2,5,26.4,30.4,22.4,40.82,0
2004,2,6,24.7,28.6,20.8,40.73,16.4
2004,2,7,21.7,24.8,18.6,40.63,7.4
2004,2,8,21.8,27.4,16.2,40.54,0
2004,2,9,22.3,27.6,17,40.45,0
2004,2,10,22.8,28.8,16.8,40.35,0
2004,2,11,23.8,29,18.6,40.26,0
2004,2,12,24.4,30.6,18.2,40.15,0
2004,2,13,24.6,30.8,18.4,40.05,0.4
2004,2,14,21.5,24,19,39.94,0
2004,2,15,24.5,29.2,19.8,39.83,23.1
2004,2,16,24.7,30,19.4,39.72,0.6
2004,2,17,24.6,31,18.2,39.6,0
2004,2,18,25.4,32,18.8,39.48,0
2004,2,19,26.5,31,22,39.36,0
2004,2,20,24.8,28.8,20.8,39.24,0
2004,2,21,22.3,25,19.6,39.11,8.6
2004,2,22,21.7,23.2,20.2,38.98,11.6
2004,2,23,21,23.2,18.8,38.84,38.5
2004,2,24,20,22.4,17.6,38.7,12.8
2004,2,25,22.8,28,17.6,38.56,12.2
2004,2,26,23.7,29.8,17.6,38.42,13
2004,2,27,22,28.2,15.8,38.29,0
2004,2,28,22.5,28.2,16.8,38.16,1.4
2004,2,29,22.9,30,15.8,38.02,0
2004,3,1,25.2,32,18.4,37.88,0
2004,3,2,25.3,32,18.6,37.73,0
2004,3,3,25.9,32,19.8,37.58,0
2004,3,4,22.3,24.6,20,37.43,7.7
2004,3,5,22.5,25.2,19.8,37.28,0
2004,3,6,22.9,26.2,19.6,37.13,1.5
2004,3,7,23.4,28.8,18,36.97,29.5
2004,3,8,24.7,31.2,18.2,36.81,0
2004,3,9,25.7,31.4,20,36.65,0
2004,3,10,26,32.2,19.8,36.48,0
2004,3,11,25,30.2,19.8,36.32,0
2004,3,12,23.8,27.8,19.8,36.15,0
2004,3,13,24.4,29.6,19.2,35.99,0
2004,3,14,22.3,24.4,20.2,35.83,0
2004,3,15,24.5,29.2,19.8,35.66,7
2004,3,16,22.8,28.8,16.8,35.5,0
2004,3,17,23.7,29.4,18,35.33,0
2004,3,18,24,30,18,35.15,0
2004,3,19,24.1,29.2,19,34.97,0
2004,3,20,22.3,26.4,18.2,34.8,8
2004,3,21,21.1,26.8,15.4,34.62,0
2004,3,22,20.7,26,15.4,34.43,0
2004,3,23,20.1,25.6,14.6,34.25,0
2004,3,24,21,27,15,34.08,0
2004,3,25,21.7,28.2,15.2,33.9,0
2004,3,26,21.6,27,16.2,33.72,0
2004,3,27,22.5,28.4,16.6,33.54,10
2004,3,28,22.5,28.8,16.2,33.35,0
2004,3,29,23.9,30.4,17.4,33.17,0
2004,3,30,22.5,29.2,15.8,32.98,0
2004,3,31,22.9,28.8,17,32.79,0
2004,4,1,23.6,29.6,17.6,32.6,0
2004,4,2,24.1,30.4,17.8,32.42,0
2004,4,3,24.4,31,17.8,32.24,0
2004,4,4,23.2,26.8,19.6,32.06,0
2004,4,5,23.2,29.6,16.8,31.87,2.5
2004,4,6,23.9,29,18.8,31.68,0
2004,4,7,22.7,28,17.4,31.5,12.9
2004,4,8,24.6,31.4,17.8,31.31,0
2004,4,9,24.7,30,19.4,31.12,0
2004,4,10,23.8,28.6,19,30.94,0
2004,4,11,23.5,29.2,17.8,30.75,0
2004,4,12,24.5,29.8,19.2,30.57,0.4
2004,4,13,23.2,27,19.4,30.38,0
2004,4,14,22.2,24,20.4,30.2,5.4
2004,4,15,23.3,28.8,17.8,30.01,1.5
2004,4,16,22.3,26.6,18,29.83,2.8
2004,4,17,23.1,28.8,17.4,29.65,4.3
2004,4,18,24.7,30.4,19,29.46,0
2004,4,19,24.8,30.6,19,29.28,0
2004,4,20,23,27.8,18.2,29.1,16.8
2004,4,21,23.8,28.8,18.8,28.92,0
2004,4,22,24.1,28.8,19.4,28.74,0
2004,4,23,23.3,29.4,17.2,28.57,0
2004,4,24,22.4,26.4,18.4,28.39,0
2004,4,25,22.1,24.2,20,28.22,0
2004,4,26,19.9,23.6,16.2,28.04,1
2004,4,27,21.3,26.2,16.4,27.87,0
2004,4,28,20.8,26.2,15.4,27.7,0
2004,4,29,20.4,26.2,14.6,27.54,0
2004,4,30,19.8,26.2,13.4,27.37,0
2004,5,1,20.5,27,14,27.21,0
2004,5,2,21.8,28.2,15.4,27.04,0
2004,5,3,23.9,31,16.8,26.88,0
2004,5,4,23.1,28.8,17.4,26.73,0
2004,5,5,22.4,26.8,18,26.57,25.6
2004,5,6,20.6,23,18.2,26.41,3.5
2004,5,7,19.1,20,18.2,26.26,7.4
2004,5,8,18.4,20.4,16.4,26.11,10.8
2004,5,9,16,22,10,25.96,0.2
2004,5,10,17.5,23.4,11.6,25.82,0
2004,5,11,20,25.6,14.4,25.67,0
2004,5,12,20.5,28.2,12.8,25.53,0
2004,5,13,17,20.4,13.6,25.39,0
2004,5,14,20.1,23.6,16.6,25.25,0.3
2004,5,15,18.1,19.4,16.8,25.11,1.6
2004,5,16,15.5,20.2,10.8,24.98,7.8
2004,5,17,16,22.6,9.4,24.86,0
2004,5,18,15.4,20.8,10,24.74,0
2004,5,19,18.4,24.2,12.6,24.62,2.8
2004,5,20,19.1,23,15.2,24.5,0.4
2004,5,21,19.3,23.8,14.8,24.39,0
2004,5,22,19.5,24.4,14.6,24.28,4.3
2004,5,23,19.1,22.6,15.6,24.16,0
2004,5,24,21.1,26.8,15.4,24.06,3.1
2004,5,25,19.3,21.8,16.8,23.95,1.8
2004,5,26,14.8,17.4,12.2,23.86,45.9
2004,5,27,12.9,18.4,7.4,23.76,0
2004,5,28,14.7,21.2,8.2,23.67,0
2004,5,29,17.2,23.6,10.8,23.58,0
2004,5,30,19.1,26,12.2,23.5,0.2
2004,5,31,18.6,22.4,14.8,23.42,0.2
2004,6,1,18.5,23.6,13.4,23.34,6.4
2004,6,2,18.2,22.4,14,23.26,0
2004,6,3,15.6,17,14.2,23.19,11.8
2004,6,4,15.4,19.4,11.4,23.12,25.3
2004,6,5,15.9,20.2,11.6,23.06,0
2004,6,6,15.8,22.2,9.4,23,0
2004,6,7,15.2,22,8.4,22.95,0
2004,6,8,17.2,24.8,9.6,22.89,0
2004,6,9,16.95,22.6,11.3,22.84,0
2004,6,10,20.7,27.2,14.2,22.8,0.6
2004,6,11,20.6,26.4,14.8,22.75,0
2004,6,12,16.8,17.8,15.8,22.71,0
2004,6,13,13.2,16.8,9.6,22.68,11.7
2004,6,14,16.8,24,9.6,22.65,0
2004,6,15,15.1,20.2,10,22.62,0
2004,6,16,18.6,25.4,11.8,22.6,2.7
2004,6,17,18.3,25.6,11,22.58,0
2004,6,18,18,26,10,22.56,0
2004,6,19,18,25.4,10.6,22.55,0
2004,6,20,18.7,25,12.4,22.54,0
2004,6,21,19.5,26,13,22.54,0
2004,6,22,18.3,25.6,11,22.55,0
2004,6,23,18.8,26,11.6,22.56,0
2004,6,24,19.3,25,13.6,22.57,0
2004,6,25,19.8,25.6,14,22.59,0
2004,6,26,21.5,26.2,16.8,22.6,0
2004,6,27,20,26.2,13.8,22.62,0
2004,6,28,21.7,27.2,16.2,22.65,0
2004,6,29,22,27.8,16.2,22.68,0
2004,6,30,20.9,26.4,15.4,22.71,0
2004,7,1,20.4,26.6,14.2,22.74,0
2004,7,2,20.2,26.4,14,22.78,0
2004,7,3,20.3,26.4,14.2,22.83,0
2004,7,4,21.3,27.6,15,22.87,0
2004,7,5,20.5,25.2,15.8,22.93,0
2004,7,6,20.8,25.6,16,22.98,0
2004,7,7,21,27.4,14.6,23.04,0
2004,7,8,21,27,15,23.1,0
2004,7,9,18.9,21.4,16.4,23.16,4.4
2004,7,10,17.5,20.8,14.2,23.23,0.4
2004,7,11,16.3,19,13.6,23.3,42
2004,7,12,17.9,24,11.8,23.38,0
2004,7,13,18.4,25.2,11.6,23.46,0
2004,7,14,20.6,26.6,14.6,23.55,0
2004,7,15,20.9,27.2,14.6,23.63,0
2004,7,16,21.1,27.2,15,23.72,0
2004,7,17,17.4,19.6,15.2,23.8,0.3
2004,7,18,17.1,20.4,13.8,23.9,0
2004,7,19,14.1,15,13.2,23.99,3.1
2004,7,20,14.1,15,13.2,24.09,43.1
2004,7,21,15.9,19.6,12.2,24.19,0.4
2004,7,22,14.1,19,9.2,24.29,0
2004,7,23,14,18.8,9.2,24.41,0
2004,7,24,15.4,21.6,9.2,24.52,0
2004,7,25,15.3,20.8,9.8,24.65,0
2004,7,26,15.4,21.4,9.4,24.77,0
2004,7,27,16.2,23,9.4,24.9,0
2004,7,28,16.4,22.6,10.2,25.03,0
2004,7,29,17.1,23.2,11,25.16,0
2004,7,30,16.7,22.6,10.8,25.29,0
2004,7,31,18.5,25.4,11.6,25.42,0
2004,8,1,17.6,24.8,10.4,25.56,0
2004,8,2,16.9,25.6,8.2,25.7,0
2004,8,3,21.5,28.2,14.8,25.83,0
2004,8,4,21.2,27.6,14.8,25.98,0
2004,8,5,20.5,27.2,13.8,26.12,0
2004,8,6,19,25.6,12.4,26.27,0
2004,8,7,20,26.2,13.8,26.42,0
2004,8,8,17.1,20.6,13.6,26.57,0
2004,8,9,14.7,21.6,7.8,26.72,0
2004,8,10,15.6,22.8,8.4,26.87,0
2004,8,11,16.7,23.6,9.8,27.02,0
2004,8,12,15.8,21.4,10.2,27.17,0
2004,8,13,16.6,22,11.2,27.33,0
2004,8,14,17.1,24.2,10,27.49,0
2004,8,15,17.9,24.4,11.4,27.66,0
2004,8,16,19.1,25.8,12.4,27.83,0
2004,8,17,20.1,27.2,13,28,0
2004,8,18,20.7,28.4,13,28.17,0
2004,8,19,22,30.4,13.6,28.33,0
2004,8,20,22.9,30.8,15,28.5,0
2004,8,21,23.2,31.2,15.2,28.67,0
2004,8,22,23.8,31.6,16,28.84,0
2004,8,23,23.6,31.2,16,29.02,0
2004,8,24,22.1,27.8,16.4,29.19,0
2004,8,25,22.6,30.6,14.6,29.37,0
2004,8,26,22.7,30,15.4,29.55,0
2004,8,27,21.3,26.4,16.2,29.72,0
2004,8,28,20.6,24.2,17,29.9,0
2004,8,29,21.3,27.2,15.4,30.08,0
2004,8,30,21.5,30,13,30.26,0
2004,8,31,22.5,30.8,14.2,30.43,0
2004,9,1,24,32.4,15.6,30.61,0
2004,9,2,23.9,33,14.8,30.79,0
2004,9,3,23.8,31.2,16.4,30.97,0
2004,9,4,22.6,28.6,16.6,31.15,0
2004,9,5,23.1,31,15.2,31.33,0
2004,9,6,24.3,32.6,16,31.5,0
2004,9,7,25.6,33.4,17.8,31.68,0
2004,9,8,25.9,33.6,18.2,31.85,0
2004,9,9,26.1,34,18.2,32.04,0
2004,9,10,25,33.2,16.8,32.22,0
2004,9,11,22.6,30,15.2,32.4,0
2004,9,12,20.6,25.4,15.8,32.58,0
2004,9,13,22.2,29,15.4,32.75,0
2004,9,14,24.1,30.8,17.4,32.92,0
2004,9,15,22.9,28.2,17.6,33.1,0
2004,9,16,20.9,27,14.8,33.28,0
2004,9,17,20,25.2,14.8,33.46,0
2004,9,18,22.4,29.2,15.6,33.63,1
2004,9,19,22.5,29,16,33.8,26.5
2004,9,20,24,31.8,16.2,33.97,0
2004,9,21,24,31.8,16.2,34.14,0
2004,9,22,25.8,32.6,19,34.31,0
2004,9,23,26.4,33,19.8,34.49,0
2004,9,24,26.8,35.2,18.4,34.66,0
2004,9,25,27.4,35,19.8,34.83,0
2004,9,26,23.9,35,12.8,35,0
2004,9,27,27.6,34.8,20.4,35.17,0
2004,9,28,27.7,35.6,19.8,35.33,0
2004,9,29,24.6,30.2,19,35.49,0
2004,9,30,19.5,22.4,16.6,35.66,0
2004,10,1,17.3,19.2,15.4,35.82,0
2004,10,2,19.1,22.2,16,35.98,4
2004,10,3,17.8,19.2,16.4,36.14,14.5
2004,10,4,20.2,26.2,14.2,36.3,2.5
2004,10,5,21.4,28,14.8,36.45,0
2004,10,6,18.8,22.6,15,36.61,0
2004,10,7,16.7,23.2,10.2,36.76,0
2004,10,8,14.6,17.6,11.6,36.91,0
2004,10,9,22.8,33,12.6,37.06,0
2004,10,10,24.2,33.2,15.2,37.2,0
2004,10,11,22.6,27.6,17.6,37.34,18
2004,10,12,23.1,27.6,18.6,37.49,0
2004,10,13,24.6,29,20.2,37.63,1.8
2004,10,14,22.5,25.6,19.4,37.77,51.5
2004,10,15,21.1,22.8,19.4,37.91,0
2004,10,16,25.1,31,19.2,38.04,12.6
2004,10,17,19,22,16,38.18,15.1
2004,10,18,21.9,27.6,16.2,38.31,1.7
2004,10,19,22.3,25.4,19.2,38.44,6.8
2004,10,20,19.3,22.8,15.8,38.57,1
2004,10,21,20.6,26.4,14.8,38.7,0
2004,10,22,22.4,28.8,16,38.83,0
2004,10,23,22.4,26.8,18,38.95,0
2004,10,24,22.1,25.2,19,39.06,2.4
2004,10,25,21.7,23.8,19.6,39.18,14.6
2004,10,26,22.9,27.2,18.6,39.3,54.5
2004,10,27,21.8,27.4,16.2,39.41,0
2004,10,28,19.2,24.2,14.2,39.53,0
2004,10,29,22.6,30.6,14.6,39.64,0
2004,10,30,24.1,31.6,16.6,39.74,0
2004,10,31,25.7,32.8,18.6,39.84,0
2004,11,1,24.2,28.6,19.8,39.94,3.3
2004,11,2,25.1,30.8,19.4,40.04,0
2004,11,3,25.9,32.8,19,40.14,0
2004,11,4,23.1,27,19.2,40.23,7.8
2004,11,5,24.65,29.5,19.8,40.32,0.6
2004,11,6,23.8,28,19.6,40.42,1.5
2004,11,7,19.3,21.2,17.4,40.52,0
2004,11,8,21.5,26.6,16.4,40.61,0
2004,11,9,23.5,30.2,16.8,40.71,0
2004,11,10,25.1,32,18.2,40.8,0
2004,11,11,21.4,22.4,20.4,40.88,1
2004,11,12,21.7,26.2,17.2,40.96,33.6
2004,11,13,20.6,28,13.2,41.04,0
2004,11,14,22.3,28.8,15.8,41.11,0
2004,11,15,23.6,29.6,17.6,41.19,0
2004,11,16,21.3,23.6,19,41.27,23.2
2004,11,17,22.7,25.4,20,41.34,0.3
2004,11,18,24,28.2,19.8,41.41,5
2004,11,19,21.6,24.2,19,41.48,2.4
2004,11,20,22.1,27.4,16.8,41.54,10
2004,11,21,20.5,26.4,14.6,41.61,0
2004,11,22,21.8,29,14.6,41.67,0
2004,11,23,23.5,30.8,16.2,41.73,0
2004,11,24,24.8,32.2,17.4,41.79,0
2004,11,25,25.9,32.2,19.6,41.84,0
2004,11,26,26.2,33.2,19.2,41.89,0
2004,11,27,26.6,31.8,21.4,41.95,0
2004,11,28,23.8,27.8,19.8,41.99,6.9
2004,11,29,23.7,27.8,19.6,42.03,21.8
2004,11,30,22.1,28,16.2,42.07,0
2004,12,1,22.9,28.4,17.4,42.11,0
2004,12,2,23.2,28.2,18.2,42.15,0
2004,12,3,20.7,22.8,18.6,42.19,0
2004,12,4,24.1,29.4,18.8,42.24,7.6
2004,12,5,24.5,31.8,17.2,42.27,24.6
2004,12,6,26.3,32.2,20.4,42.3,0
2004,12,7,24.5,29.6,19.4,42.33,1.4
2004,12,8,24.9,29.6,20.2,42.36,5.7
2004,12,9,23.5,26.8,20.2,42.39,11.8
2004,12,10,22.3,26.4,18.2,42.41,14.9
2004,12,11,21.5,25,18,42.44,0
2004,12,12,23.4,27.2,19.6,42.46,0
2004,12,13,21.9,28.6,15.2,42.48,0
2004,12,14,24.1,31,17.2,42.5,0
2004,12,15,24.6,32.4,16.8,42.51,0
2004,12,16,25.9,31.8,20,42.53,0
2004,12,17,26.2,31.4,21,42.54,0.1
2004,12,18,24.6,29.6,19.6,42.56,4.2
2004,12,19,25,29.2,20.8,42.57,1.4
2004,12,20,25.2,30,20.4,42.57,3
2004,12,21,20.9,22.2,19.6,42.58,31.4
2004,12,22,19.4,21.4,17.4,42.59,0
2004,12,23,21.5,26.8,16.2,42.59,3
2004,12,24,22.8,28.2,17.4,42.6,0
2004,12,25,23.7,31,16.4,42.6,0
2004,12,26,23.1,25.4,20.8,42.6,3.2
2004,12,27,22.6,26.8,18.4,42.59,65.6
2004,12,28,25,30.6,19.4,42.59,0
2004,12,29,25.1,31.8,18.4,42.57,0
2004,12,30,25.7,32.2,19.2,42.56,0
2004,12,31,26.1,32.6,19.6,42.55,0
2005,1,1,26.1,32.6,19.6,42.54,0
2005,1,2,25.4,30.8,20,42.52,0
2005,1,3,24.3,29.8,18.8,42.5,15.1
2005,1,4,21.8,24,19.6,42.48,18.5
2005,1,5,23.3,27,19.6,42.46,64.5
2005,1,6,24.8,29.2,20.4,42.43,10.5
2005,1,7,25.7,30,21.4,42.41,0
2005,1,8,26,32,20,42.38,20.5
2005,1,9,25.7,29.8,21.6,42.35,0
2005,1,10,26,30.8,21.2,42.32,0
2005,1,11,23.5,25.2,21.8,42.28,9.1
2005,1,12,23.4,25.2,21.6,42.24,27.9
2005,1,13,25.8,30,21.6,42.18,0
2005,1,14,24.7,32,17.4,42.12,0
2005,1,15,26,32.2,19.8,42.07,0
2005,1,16,26.9,31,22.8,42.03,0
2005,1,17,24.3,27.4,21.2,42,0
2005,1,18,24.7,28.4,21,41.97,0
2005,1,19,22.5,23.8,21.2,41.94,138.5
2005,1,20,23.1,25.4,20.8,41.9,15.4
2005,1,21,24.3,27.6,21,41.85,11.4
2005,1,22,24.3,27.6,21,41.79,16.4
2005,1,23,25.2,31.4,19,41.73,13.3
2005,1,24,25.4,30,20.8,41.67,0.8
2005,1,25,25,29,21,41.6,1.1
2005,1,26,20.4,22.6,18.2,41.54,56.9
2005,1,27,19,21.4,16.6,41.47,0
2005,1,28,21.1,24.4,17.8,41.4,1.3
2005,1,29,22,24.4,19.6,41.33,10.3
2005,1,30,23.6,27.2,20,41.25,4.6
2005,1,31,23.9,30,17.8,41.17,16.7
2005,2,1,24.2,28.8,19.6,41.09,0
2005,2,2,24.7,29.6,19.8,41.01,0
2005,2,3,25.4,29.8,21,40.92,0
2005,2,4,24.9,29,20.8,40.83,0
2005,2,5,23.8,28.4,19.2,40.75,0
2005,2,6,23.1,27.8,18.4,40.66,0
2005,2,7,21.7,27.4,16,40.57,0
2005,2,8,21.7,27.8,15.6,40.47,0
2005,2,9,23,29.4,16.6,40.37,0
2005,2,10,23.1,29.6,16.6,40.27,0
2005,2,11,22.8,29.6,16,40.16,0
2005,2,12,24,30.4,17.6,40.05,8.4
2005,2,13,22.7,29.4,16,39.94,0
2005,2,14,23.2,29,17.4,39.83,0
2005,2,15,23,29.6,16.4,39.72,0
2005,2,16,23.8,31.6,16,39.61,0
2005,2,17,25.7,32.4,19,39.49,0
2005,2,18,25.8,33.2,18.4,39.37,27.5
2005,2,19,26.2,32,20.4,39.25,11.5
2005,2,20,24.9,30.6,19.2,39.13,0
2005,2,21,23.3,29.4,17.2,39,0
2005,2,22,24.7,32.6,16.8,38.88,0
2005,2,23,26,33.6,18.4,38.75,0
2005,2,24,27.9,34,21.8,38.61,0
2005,2,25,27.4,32.4,22.4,38.48,0
2005,2,26,23.6,27.6,19.6,38.34,31
2005,2,27,24.9,29,20.8,38.2,5.1
2005,2,28,25.6,31,20.2,38.05,13.3
2005,3,1,24.9,30.4,19.4,37.91,0
2005,3,2,23.8,28,19.6,37.76,0
2005,3,3,23.3,28.6,18,37.61,0
2005,3,4,22.7,27.8,17.6,37.46,0.4
2005,3,5,23.5,29.2,17.8,37.31,0
2005,3,6,23.3,29.2,17.4,37.16,0
2005,3,7,23.8,29.2,18.4,37,0
2005,3,8,26.5,33.4,19.6,36.85,0
2005,3,9,26.9,33,20.8,36.69,0
2005,3,10,26.4,33.4,19.4,36.52,0
2005,3,11,27.3,33.6,21,36.36,0
2005,3,12,25.5,31.2,19.8,36.19,0
2005,3,13,26.4,32.6,20.2,36.02,7
2005,3,14,26.2,30.2,22.2,35.86,0.6
2005,3,15,24.5,28.4,20.6,35.69,107.9
2005,3,16,24.2,28.4,20,35.52,36.2
2005,3,17,23.9,27.6,20.2,35.35,36.6
2005,3,18,24.7,28.6,20.8,35.18,2.1
2005,3,19,24.3,30.6,18,35.01,0.2
2005,3,20,25.2,30.2,20.2,34.83,0
2005,3,21,23.7,27.2,20.2,34.66,0
2005,3,22,24,27.2,20.8,34.48,0
2005,3,23,24.8,29.6,20,34.3,84.5
2005,3,24,22.5,25.4,19.6,34.12,15.6
2005,3,25,23,26.4,19.6,33.94,17
2005,3,26,22.2,26.8,17.6,33.76,0
2005,3,27,23.5,29.2,17.8,33.57,0
2005,3,28,24.25,29.3,19.2,33.39,0
2005,3,29,24.3,30.4,18.2,33.21,0
2005,3,30,24.8,31.2,18.4,33.02,0
2005,3,31,25.4,30.6,20.2,32.84,0
2005,4,1,26.1,31.4,20.8,32.65,0.2
2005,4,2,25.6,31.6,19.6,32.46,0
2005,4,3,26.3,32.2,20.4,32.28,0
2005,4,4,26.4,31.6,21.2,32.09,0
2005,4,5,25.3,29.2,21.4,31.91,25.2
2005,4,6,26.6,31.6,21.6,31.72,0
2005,4,7,26.6,31.6,21.6,31.54,2.8
2005,4,8,26.5,33,20,31.35,0
2005,4,9,26.9,32.4,21.4,31.16,6.7
2005,4,10,26.3,31.6,21,30.98,0
2005,4,11,25.5,31.4,19.6,30.79,0
2005,4,12,25.1,31.6,18.6,30.61,0
2005,4,13,24.9,30.2,19.6,30.42,0
2005,4,14,25.1,31,19.2,30.24,0
2005,4,15,24.9,31.4,18.4,30.05,0
2005,4,16,24.7,30.8,18.6,29.87,0
2005,4,17,26.1,31.4,20.8,29.69,0
2005,4,18,23.8,29.2,18.4,29.5,0
2005,4,19,23.9,30,17.8,29.32,0
2005,4,20,23.4,30.2,16.6,29.14,0
2005,4,21,23.5,29,18,28.96,0
2005,4,22,23.8,29.4,18.2,28.78,0
2005,4,23,23.4,29,17.8,28.61,0
2005,4,24,22.5,29.6,15.4,28.43,0
2005,4,25,21,24.6,17.4,28.25,0
2005,4,26,19.5,21.6,17.4,28.08,0
2005,4,27,19.6,24.2,15,27.91,0
2005,4,28,17.8,20.4,15.2,27.73,0
2005,4,29,20.6,26,15.2,27.55,6.4
2005,4,30,19.3,23,15.6,27.38,0.3
2005,5,1,19.5,24,15,27.22,0
2005,5,2,18.9,24,13.8,27.06,0
2005,5,3,19.8,25.6,14,26.91,0
2005,5,4,20.3,26.8,13.8,26.75,0
2005,5,5,20.5,27,14,26.6,0
2005,5,6,20.3,26.4,14.2,26.45,0
2005,5,7,21.1,27.4,14.8,26.29,0
2005,5,8,21.7,27.8,15.6,26.14,0
2005,5,9,21.7,26.8,16.6,25.99,0.7
2005,5,10,22.5,27.6,17.4,25.84,0
2005,5,11,23.2,29.8,16.6,25.69,0
2005,5,12,22.5,30.2,14.8,25.55,0
2005,5,13,22.7,30.4,15,25.42,0
2005,5,14,23.8,29.6,18,25.28,0
2005,5,15,22.2,29.4,15,25.15,0
2005,5,16,22.8,29.4,16.2,25.02,0
2005,5,17,22.2,29.2,15.2,24.89,0
2005,5,18,22.9,29.6,16.2,24.77,0
2005,5,19,23.2,30.4,16,24.65,0
2005,5,20,23.4,30.4,16.4,24.53,0
2005,5,21,22.8,27.8,17.8,24.42,0
2005,5,22,17.7,19.8,15.6,24.3,19.5
2005,5,23,20.2,24.8,15.6,24.19,0.3
2005,5,24,18.9,21.8,16,24.09,0
2005,5,25,19.2,21.8,16.6,23.98,139.5
2005,5,26,19.6,24.2,15,23.88,3.1
2005,5,27,19.5,25.4,13.6,23.78,0
2005,5,28,20,26,14,23.69,0
2005,5,29,20.2,27.2,13.2,23.6,0
2005,5,30,20.3,26.2,14.4,23.52,0
2005,5,31,22,28.4,15.6,23.44,0
2005,6,1,20.8,25.8,15.8,23.36,0
2005,6,2,21.7,27.4,16,23.28,0
2005,6,3,21.4,28,14.8,23.21,0
2005,6,4,21.9,28.2,15.6,23.13,0
2005,6,5,21.3,27,15.6,23.07,0
2005,6,6,20.8,26.2,15.4,23.01,0
2005,6,7,20.4,26.6,14.2,22.95,0
2005,6,8,20.6,26.8,14.4,22.89,0
2005,6,9,20.9,26.8,15,22.84,0
2005,6,10,21,27,15,22.79,0
2005,6,11,21,27,15,22.75,0
2005,6,12,20.7,27,14.4,22.71,0
2005,6,13,20.5,27,14,22.68,0
2005,6,14,21.1,28,14.2,22.65,0
2005,6,15,22.1,28.4,15.8,22.63,0
2005,6,16,20.9,27,14.8,22.6,0
2005,6,17,20.9,28,13.8,22.58,0
2005,6,18,20.2,26,14.4,22.57,0
2005,6,19,19.2,23.2,15.2,22.56,0.2
2005,6,20,18.3,20.4,16.2,22.55,0
2005,6,21,17.8,20,15.6,22.55,22.4
2005,6,22,18.1,21.6,14.6,22.55,0
2005,6,23,18.6,24.2,13,22.56,0
2005,6,24,18,24.2,11.8,22.57,0
2005,6,25,18.2,24.2,12.2,22.58,0
2005,6,26,18.2,24.6,11.8,22.6,0
2005,6,27,18,25.6,10.4,22.62,0
2005,6,28,16.7,21.8,11.6,22.64,0
2005,6,29,21.4,27,15.8,22.67,20.5
2005,6,30,21.6,27.2,16,22.7,1
2005,7,1,22.4,28,16.8,22.73,0
2005,7,2,21.4,27.8,15,22.76,0
2005,7,3,20.6,27.6,13.6,22.8,0
2005,7,4,20,27.2,12.8,22.85,0
2005,7,5,18.7,23.8,13.6,22.9,0
2005,7,6,19,21.8,16.2,22.95,0
2005,7,7,14.1,16.6,11.6,23.01,0
2005,7,8,15.4,19.6,11.2,23.07,0
2005,7,9,15.8,21.2,10.4,23.14,0
2005,7,10,16.5,22,11,23.21,0
2005,7,11,18.4,24.8,12,23.28,0
2005,7,12,19.9,25.6,14.2,23.36,0
2005,7,13,19,25,13,23.44,0
2005,7,14,17.6,24.2,11,23.52,0
2005,7,15,18.4,25.6,11.2,23.61,0
2005,7,16,19.6,27,12.2,23.7,0
2005,7,17,19.9,26,13.8,23.79,0
2005,7,18,15.8,18,13.6,23.88,0.1
2005,7,19,15.3,18.4,12.2,23.98,0
2005,7,20,17,21.8,12.2,24.08,0
2005,7,21,19.3,26,12.6,24.19,0
2005,7,22,20.7,27.8,13.6,24.3,0
2005,7,23,22.4,29.4,15.4,24.41,0
2005,7,24,20.6,26,15.2,24.52,0
2005,7,25,17.6,19.8,15.4,24.64,4.7
